country,city,temperature,temperature_anomaly,period
CI,Abata,26.21,0.82,2010s
CI,Abatoulilié,25.52,1.09,2010s
CI,Abengourou,26.57,1.25,2010s
CI,Abidjan,26.14,0.84,2010s
CI,Abigui,27.14,1.22,2010s
CI,Abié,26.05,1.08,2010s
CI,Abiéhou,25.95,1.02,2010s
CI,Abli Aloukro,26.89,1.22,2010s
CI,Abobo,26.01,0.88,2010s
CI,Aboindoukpinkro,26.8,1.25,2010s
CI,Aboisso,25.9,0.92,2010s
CI,Aboisso Comoé,25.69,0.99,2010s
CI,Aboka,26.39,1.08,2010s
CI,Abokouamikro,26.8,1.21,2010s
CI,Abokouma,27.3,1.22,2010s
CI,Abokro-Damé,27.48,1.26,2010s
CI,Abolikro,26.71,1.18,2010s
CI,Abongnikro,27.29,1.21,2010s
CI,Abongoua,26.65,1.26,2010s
CI,Abouakakro,26.68,1.24,2010s
CI,Abouakouassikro,26.9,1.28,2010s
CI,Abouakro,26.61,1.24,2010s
CI,Aboudé,26.14,1.14,2010s
CI,Aboukro,26.89,1.29,2010s
CI,Aboulié,25.71,0.93,2010s
CI,Abradine,26.16,1.16,2010s
CI,Abradinou,26.19,1.17,2010s
CI,Abrobakro,26.12,0.81,2010s
CI,Abronambué,26.67,1.26,2010s
CI,Abrotchi,25.9,0.95,2010s
CI,Abé,25.98,1.0,2010s
CI,Abéanou,26.87,1.24,2010s
CI,Abédéni,27.58,1.26,2010s
CI,Abévé,26.35,1.16,2010s
CI,Adahama,27.21,1.28,2010s
CI,Adahidoukou,26.12,0.88,2010s
CI,Adakié,26.01,0.97,2010s
CI,Adamagui,25.78,1.04,2010s
CI,Adamakro,26.21,1.19,2010s
CI,Adaou,26.78,1.21,2010s
CI,Adaromé,26.06,0.99,2010s
CI,Adi-Yaprikro,27.61,1.26,2010s
CI,Adiapoto-I,26.23,0.82,2010s
CI,Adiapoté Té,26.24,0.81,2010s
CI,Adibrébo,26.97,1.26,2010s
CI,Adihao,26.21,0.81,2010s
CI,Adikankourou,27.35,1.28,2010s
CI,Adikokoi,26.64,1.26,2010s
CI,Adikouassikro,26.66,1.22,2010s
CI,Adiékro,26.99,1.28,2010s
CI,Adjamé,26.3,1.2,2010s
CI,Adjoumani-Kouassikro,26.61,1.25,2010s
CI,Adjékonankro,26.25,1.1,2010s
CI,Adjélilié,25.74,1.13,2010s
CI,Adohosou,27.18,1.19,2010s
CI,Adokoi,26.09,1.11,2010s
CI,Adomkro,26.47,1.2,2010s
CI,Adomokro,26.34,1.2,2010s
CI,Adonkoua,26.09,0.89,2010s
CI,Adosso,25.97,0.85,2010s
CI,Adouakouakro,26.89,1.25,2010s
CI,Adoukro,27.45,1.27,2010s
CI,Adounikro,26.6,1.25,2010s
CI,Adroukro,27.33,1.28,2010s
CI,Adzopé,26.15,1.16,2010s
CI,Adèndia,27.09,1.22,2010s
CI,Adébem,25.28,0.97,2010s
CI,Affalikro,26.58,1.25,2010s
CI,Affery,26.55,1.27,2010s
CI,Affiénou,25.73,0.92,2010s
CI,Affounvassou,26.63,1.27,2010s
CI,Afotobo,26.84,1.18,2010s
CI,Afoumvassou,26.94,1.19,2010s
CI,Aféré,26.54,1.24,2010s
CI,Agba-Mbayassou,26.99,1.24,2010s
CI,Agbaillé,26.25,0.87,2010s
CI,Agbakro,27.55,1.25,2010s
CI,Agbangnassou,26.84,1.2,2010s
CI,Agbanou,26.91,1.18,2010s
CI,Agbao,27.21,1.2,2010s
CI,Agbaou,26.46,1.26,2010s
CI,Agbossou,26.53,1.24,2010s
CI,Agboville,26.26,1.15,2010s
CI,Agnia,26.84,1.26,2010s
CI,Agnianou,27.79,1.28,2010s
CI,Agnibilékrou,26.91,1.27,2010s
CI,Agnikro,26.26,1.11,2010s
CI,Agninikro,27.06,1.26,2010s
CI,Agnéré Koffikro,26.92,1.2,2010s
CI,Agou,26.08,1.13,2010s
CI,Agoua,26.53,1.24,2010s
CI,Agouahin,26.23,1.15,2010s
CI,Aguibri,27.05,1.25,2010s
CI,Ahigbé Koffikro,25.89,0.89,2010s
CI,Ahinikro,26.53,1.25,2010s
CI,Ahiroa,26.67,1.27,2010s
CI,Ahitou-Kongonou,26.99,1.23,2010s
CI,Ahizabré,25.74,1.08,2010s
CI,Ahiérémou,26.66,1.21,2010s
CI,Ahokoi,26.16,1.16,2010s
CI,Ahondo,26.58,1.22,2010s
CI,Ahorosso,26.58,1.25,2010s
CI,Ahouakoi,25.96,1.02,2010s
CI,Ahouakro,26.65,1.21,2010s
CI,Ahouanou,26.98,1.25,2010s
CI,Ahouati,26.55,1.19,2010s
CI,Ahouaya,25.96,0.98,2010s
CI,Ahougnanfoutou,26.2,1.06,2010s
CI,Ahougnassou-Allahou,27.02,1.22,2010s
CI,Ahougnassou-N'Gbanou,27.03,1.22,2010s
CI,Ahounan,26.68,1.25,2010s
CI,Ahoussoukro,27.15,1.25,2010s
CI,Ahoutouagui,25.66,0.99,2010s
CI,Ahoutoué,26.01,0.91,2010s
CI,Ahoué,25.95,0.92,2010s
CI,Ahouékro,26.64,1.27,2010s
CI,Ahua,27.13,1.25,2010s
CI,Ahuikoi,26.15,1.15,2010s
CI,Ahéoua,26.48,1.27,2010s
CI,Aka Nguessankro,27.29,1.25,2010s
CI,Aka-Chantier,25.69,0.98,2010s
CI,Akabia,25.73,1.12,2010s
CI,Akabréboua,25.47,1.06,2010s
CI,Akadiafoué,26.95,1.18,2010s
CI,Akakomoékrou,27.53,1.29,2010s
CI,Akakro,26.87,1.24,2010s
CI,Akakro-N'Gban,26.69,1.22,2010s
CI,Akalékro,26.22,1.08,2010s
CI,Akanzakro,26.77,1.2,2010s
CI,Akasso,27.03,1.26,2010s
CI,Akati,26.27,1.21,2010s
CI,Akayaokro,26.82,1.21,2010s
CI,Akimouyaokro,26.89,1.23,2010s
CI,Akobakabo,26.98,1.25,2010s
CI,Akossikro,27.21,1.22,2010s
CI,Akossiom,27.16,1.24,2010s
CI,Akotiakro,27.22,1.19,2010s
CI,Akouaba,26.49,1.24,2010s
CI,Akouai-Agban,26.23,0.8,2010s
CI,Akouai-Santai,26.14,0.84,2010s
CI,Akoudzin,26.12,1.15,2010s
CI,Akoungou,26.21,1.09,2010s
CI,Akoupé,26.5,1.27,2010s
CI,Akouré,26.15,0.85,2010s
CI,Akouéboué,27.4,1.26,2010s
CI,Akowébo,26.92,1.24,2010s
CI,Akoyaté,26.12,0.85,2010s
CI,Akoye Ndénou,26.99,1.22,2010s
CI,Akpessékro,26.87,1.28,2010s
CI,Akpuibo,26.97,1.22,2010s
CI,Akradio,26.11,0.93,2010s
CI,Akridou,25.41,1.02,2010s
CI,Akroidokikro,27.01,1.25,2010s
CI,Akroufra,26.23,1.2,2010s
CI,Akréby,26.1,1.15,2010s
CI,Aké-Béfiat,26.06,1.03,2010s
CI,Akékoua,25.97,0.92,2010s
CI,Alakro,26.99,1.28,2010s
CI,Alanikro,27.03,1.19,2010s
CI,Alikoassué,26.71,1.25,2010s
CI,Allaha,27.03,1.23,2010s
CI,Allahou-Bazi,26.95,1.24,2010s
CI,Allai-Yaokro,26.88,1.25,2010s
CI,Allakro,25.81,0.88,2010s
CI,Allangba-Konankro,26.88,1.23,2010s
CI,Allangbakro,27.06,1.25,2010s
CI,Allangouassou,27.25,1.18,2010s
CI,Allokoa,26.04,0.88,2010s
CI,Allomanou Ahagnino,27.15,1.19,2010s
CI,Alluminankro,26.64,1.22,2010s
CI,Alohoré,26.11,0.81,2010s
CI,Alongo,26.8,1.29,2010s
CI,Alosso-II,25.78,0.95,2010s
CI,Aloukro Diékro,27.08,1.23,2010s
CI,Alounamouénou,27.45,1.29,2010s
CI,Aloussou,27.6,1.28,2010s
CI,Alékro,27.21,1.18,2010s
CI,Alépé,25.94,0.93,2010s
CI,Aman Salékro,27.27,1.23,2010s
CI,Amangbo,26.31,1.18,2010s
CI,Amangouakro,26.81,1.26,2010s
CI,Amani,26.17,1.09,2010s
CI,Amani-N'Guessankro,26.46,1.25,2010s
CI,Amanikro,26.68,1.27,2010s
CI,Amankro,27.21,1.28,2010s
CI,Amanvi,26.94,1.19,2010s
CI,Amaragui,25.82,1.04,2010s
CI,Amian,26.5,1.24,2010s
CI,Amodi,26.47,1.17,2010s
CI,Amonkro,27.01,1.21,2010s
CI,Amoragui,25.61,1.0,2010s
CI,Amoriakro,26.88,1.27,2010s
CI,Amoriki,26.85,1.26,2010s
CI,Amorofikroum,27.37,1.23,2010s
CI,Amoukoukro,27.08,1.28,2010s
CI,Amélékia,26.64,1.26,2010s
CI,Anakikro,27.47,1.25,2010s
CI,Anamakro,27.1,1.28,2010s
CI,Ananda,27.15,1.22,2010s
CI,Ananguié,26.25,1.19,2010s
CI,Ancien-Prozi,27.0,1.19,2010s
CI,Andianou,27.21,1.23,2010s
CI,Ando-Zumé,27.13,1.26,2010s
CI,Andobo,27.12,1.24,2010s
CI,Andokro,26.68,1.18,2010s
CI,Andou Mbatto,26.05,0.87,2010s
CI,Andoufoué,27.07,1.23,2010s
CI,Andé,26.56,1.25,2010s
CI,Aneykro,26.15,1.17,2010s
CI,Angagui,25.91,1.06,2010s
CI,Angamankro,27.0,1.22,2010s
CI,Angan-Konankro,26.98,1.21,2010s
CI,Angaye,27.56,1.2,2010s
CI,Angbavia,26.67,1.21,2010s
CI,Anglanou,26.7,1.3,2010s
CI,Angoakro,27.41,1.24,2010s
CI,Angobila,26.97,1.22,2010s
CI,Angoda,26.84,1.21,2010s
CI,Angoikoi,25.96,0.94,2010s
CI,Angolokaha,27.1,1.2,2010s
CI,Angouassi,26.96,1.27,2010s
CI,Angoubékoua,25.99,1.01,2010s
CI,Angovia,26.94,1.24,2010s
CI,Ania-Assikasso,26.71,1.26,2010s
CI,Anialesso,26.65,1.25,2010s
CI,Aniassué,26.65,1.26,2010s
CI,Anna,26.21,0.81,2010s
CI,Anno,26.21,1.12,2010s
CI,Annékrou,26.57,1.25,2010s
CI,Annépé,25.99,1.08,2010s
CI,Anonkoua,25.99,0.89,2010s
CI,Anonkro,25.82,0.96,2010s
CI,Anouanze Bokaha,27.04,1.19,2010s
CI,Anougbakro,26.91,1.28,2010s
CI,Anoumaba,26.77,1.3,2010s
CI,Anoumabo,26.65,1.26,2010s
CI,Anoumabou,26.16,1.08,2010s
CI,Anyama,25.91,0.93,2010s
CI,Anyanfoutou,27.0,1.26,2010s
CI,Anékouadiokro,26.65,1.26,2010s
CI,Aokokro,26.96,1.18,2010s
CI,Aouabo,26.29,1.21,2010s
CI,Aouakamissi,27.52,1.29,2010s
CI,Aouan,27.62,1.3,2010s
CI,Aouniafoutou,26.69,1.18,2010s
CI,Aounienfoutou,27.03,1.25,2010s
CI,Aounyassou,27.02,1.22,2010s
CI,Aounzé,26.81,1.18,2010s
CI,Aourossua,27.02,1.24,2010s
CI,Aoussakomoékrou,27.11,1.29,2010s
CI,Aparagra,26.3,1.18,2010s
CI,Apiadji,26.07,1.1,2010s
CI,Appiakro,26.78,1.3,2010s
CI,Appimandoum,26.73,1.19,2010s
CI,Appouasso,25.86,1.06,2010s
CI,Appouessou,26.49,1.24,2010s
CI,Apprompron,26.24,1.19,2010s
CI,Apron-Pronou,26.58,1.26,2010s
CI,Arikokaha,27.06,1.22,2010s
CI,Arikokro,26.76,1.26,2010s
CI,Arobo,26.79,1.27,2010s
CI,Arraguié,26.28,1.17,2010s
CI,Arrah,26.7,1.27,2010s
CI,Assabli-Komenankro,27.11,1.23,2010s
CI,Assabonou,26.99,1.23,2010s
CI,Assafou,26.8,1.22,2010s
CI,Assahara,27.05,1.25,2010s
CI,Assaie-kouassikro,26.75,1.27,2010s
CI,Assakra,26.73,1.23,2010s
CI,Assakro,27.18,1.18,2010s
CI,Assangbadji,26.5,1.27,2010s
CI,Assanou,27.01,1.24,2010s
CI,Assaoufoué,26.56,1.26,2010s
CI,Assarékro,26.8,1.25,2010s
CI,Assembo,27.01,1.21,2010s
CI,Assengou,26.96,1.19,2010s
CI,Assengoukpri,26.92,1.19,2010s
CI,Assenzé,27.02,1.2,2010s
CI,Asseolié,26.15,1.16,2010s
CI,Asseudji,26.53,1.27,2010s
CI,Assiasso,27.14,1.22,2010s
CI,Assika-Kayabo,27.11,1.24,2010s
CI,Assika-Kpolessou,27.08,1.23,2010s
CI,Assikasso,26.86,1.27,2010s
CI,Assikoa,26.08,1.11,2010s
CI,Assikoun,26.51,1.27,2010s
CI,Assikro,26.66,1.28,2010s
CI,Assindi,27.42,1.26,2010s
CI,Assinzé,26.69,1.25,2010s
CI,Assié Akpessé,26.7,1.26,2010s
CI,Assié koumassi,26.8,1.24,2010s
CI,Assié-Kokore,26.89,1.24,2010s
CI,Assouakro,26.97,1.22,2010s
CI,Assouba,25.92,0.91,2010s
CI,Assoum,27.82,1.17,2010s
CI,Assoumou-Kouassikro,27.59,1.28,2010s
CI,Assoumoukro,26.74,1.26,2010s
CI,Assounvouè,26.79,1.23,2010s
CI,Assuako,26.95,1.24,2010s
CI,Assuamakro,26.73,1.25,2010s
CI,Assuamé,26.96,1.26,2010s
CI,Assuikro,27.08,1.26,2010s
CI,Assuéfri,27.08,1.23,2010s
CI,Assuéti,26.7,1.27,2010s
CI,Assuétya,27.21,1.24,2010s
CI,Assé Ngatakro,27.03,1.22,2010s
CI,Assé-Assasso,26.68,1.24,2010s
CI,Assékouamékro,26.6,1.24,2010s
CI,Assémanou,26.72,1.25,2010s
CI,Asséyokro,27.29,1.22,2010s
CI,Atakrou,26.83,1.25,2010s
CI,Atchegouakro,27.05,1.19,2010s
CI,Atitiasso,27.17,1.25,2010s
CI,Atokouadiokro,27.05,1.25,2010s
CI,Atokoum,27.05,1.25,2010s
CI,Atokro,27.53,1.2,2010s
CI,Atrobou,26.26,1.19,2010s
CI,Atrénou,26.95,1.27,2010s
CI,Attien Kouassikro,27.01,1.18,2010s
CI,Attinguié,26.02,0.93,2010s
CI,Attiégouakro,26.76,1.23,2010s
CI,Attiékoi,25.95,0.94,2010s
CI,Attobro,26.63,1.26,2010s
CI,Attossè,26.78,1.23,2010s
CI,Auénou,26.95,1.26,2010s
CI,Awahikro,27.41,1.21,2010s
CI,Awalézo,26.07,1.04,2010s
CI,Aya Prikro,27.04,1.23,2010s
CI,Ayamé,25.72,0.95,2010s
CI,Ayaou-Sokpa,27.18,1.2,2010s
CI,Ayzan-Kouamikro,27.26,1.29,2010s
CI,Ayébo,25.94,0.9,2010s
CI,Ayéwahi,26.15,0.85,2010s
CI,Azaguié,25.97,1.0,2010s
CI,Azaguié Blida,25.93,0.95,2010s
CI,Baazra,27.19,1.2,2010s
CI,Babakro,27.54,1.24,2010s
CI,Babasso,26.77,1.16,2010s
CI,Babien,26.71,1.15,2010s
CI,Babli Yaya,25.66,1.01,2010s
CI,Bably,25.83,1.1,2010s
CI,Babokoon-Appolo,25.96,1.02,2010s
CI,Babroukro,27.1,1.18,2010s
CI,Bacanda,26.23,1.09,2010s
CI,Bacon,26.51,1.27,2010s
CI,Bada,27.15,1.19,2010s
CI,Badasso,25.95,1.06,2010s
CI,Badayo I,25.92,1.04,2010s
CI,Badikaha,26.97,1.23,2010s
CI,Badié,25.79,1.14,2010s
CI,Badiéboué,25.51,0.93,2010s
CI,Badiéfla,27.23,1.2,2010s
CI,Badiépa,25.8,1.14,2010s
CI,Badon,27.03,1.25,2010s
CI,Badouboua,26.19,1.11,2010s
CI,Badyokaha,27.02,1.22,2010s
CI,Baffia,25.65,0.95,2010s
CI,Bafretou,26.94,1.2,2010s
CI,Bagabasso,26.69,1.14,2010s
CI,Bagao,26.83,1.15,2010s
CI,Bagasséhoa,25.86,1.07,2010s
CI,Bagatogo,26.82,1.18,2010s
CI,Baglo,26.31,1.01,2010s
CI,Bago,26.07,0.95,2010s
CI,Bagohouo,26.4,1.13,2010s
CI,Bagoliéoua,25.95,1.07,2010s
CI,Bagouri,26.26,1.13,2010s
CI,Bahiry,26.5,1.15,2010s
CI,Bahé-Blaon,26.35,1.11,2010s
CI,Baibli,26.03,1.14,2010s
CI,Bakadou I,25.42,0.95,2010s
CI,Bakandésso,25.45,1.03,2010s
CI,Bakanou A,26.04,1.05,2010s
CI,Bakayo,25.39,0.99,2010s
CI,Bako,26.65,1.15,2010s
CI,Bakopla,27.14,1.19,2010s
CI,Bakoro-Sobara,26.79,1.19,2010s
CI,Bakoubli,25.46,0.94,2010s
CI,Bakro,25.86,0.93,2010s
CI,Balahio,25.93,1.08,2010s
CI,Balakouya,25.63,0.96,2010s
CI,Balam,25.95,1.1,2010s
CI,Balayo,25.99,1.13,2010s
CI,Balia,26.33,1.11,2010s
CI,Baléko,25.4,0.96,2010s
CI,Bamanasso,26.77,1.14,2010s
CI,Bambadougou,26.71,1.15,2010s
CI,Bambalouma,27.05,1.17,2010s
CI,Bamo,25.47,1.05,2010s
CI,Bamoro,26.77,1.18,2010s
CI,Bampleu,25.11,1.04,2010s
CI,Bana,26.76,1.21,2010s
CI,Banabo,26.72,1.25,2010s
CI,Banandjé,26.81,1.18,2010s
CI,Banankoro,26.7,1.14,2010s
CI,Bandakagni-Tomora,27.24,1.23,2010s
CI,Bandakanyi-Sokoura,27.26,1.22,2010s
CI,Bandiay,26.72,1.18,2010s
CI,Bandoli,27.48,1.16,2010s
CI,Bangalidougou,25.43,1.01,2010s
CI,Bangofla,27.21,1.2,2010s
CI,Bangokro,27.14,1.25,2010s
CI,Bangolo,26.18,1.13,2010s
CI,Bangolo Tahouake,26.19,1.12,2010s
CI,Bangorédoukou,26.16,0.85,2010s
CI,Bangoua,27.26,1.27,2010s
CI,Banguié I,26.23,1.14,2010s
CI,Banhui,26.49,1.22,2010s
CI,Bankolo,27.41,1.21,2010s
CI,Banlé,26.2,1.18,2010s
CI,Banneu,25.84,1.08,2010s
CI,Banoufla,26.39,1.15,2010s
CI,Bantifla,26.13,1.13,2010s
CI,Banyeleu,25.92,1.05,2010s
CI,Baonfla,26.92,1.28,2010s
CI,Baou,26.19,1.19,2010s
CI,Baoubli,26.28,1.11,2010s
CI,Baoulékofikro,26.81,1.24,2010s
CI,Baoutifla,26.51,1.16,2010s
CI,Bapé,25.3,0.8,2010s
CI,Baradougou,26.95,1.16,2010s
CI,Barakodi,26.66,1.22,2010s
CI,Barala,26.13,1.11,2010s
CI,Baranzié,27.08,1.18,2010s
CI,Barhana,26.65,1.13,2010s
CI,Barikokro,26.87,1.25,2010s
CI,Basawa,27.38,1.21,2010s
CI,Bassadzin,26.01,1.09,2010s
CI,Bassaraguhé,26.45,1.1,2010s
CI,Bassi,25.86,1.08,2010s
CI,Basséhoa,25.82,1.07,2010s
CI,Bassélé,27.45,1.21,2010s
CI,Batyébli,26.17,1.14,2010s
CI,Batéguédia,26.37,1.12,2010s
CI,Batéra,26.25,1.13,2010s
CI,Bauhiéleu,25.87,1.09,2010s
CI,Baunda,27.13,1.19,2010s
CI,Baunza Manlékro,27.13,1.19,2010s
CI,Bavayo,27.35,1.24,2010s
CI,Bawakaha,27.36,1.27,2010s
CI,Baya,27.14,1.26,2010s
CI,Bayota,25.98,1.15,2010s
CI,Bazi,26.69,1.22,2010s
CI,Baziafla,27.19,1.24,2010s
CI,Bazré,26.76,1.28,2010s
CI,Baïfla,26.48,1.16,2010s
CI,Behiboue,26.12,1.08,2010s
CI,Belleville,26.12,1.03,2010s
CI,Bendressou,26.89,1.22,2010s
CI,Bendé Kouassikro,26.61,1.18,2010s
CI,Bendéfla,26.73,1.27,2010s
CI,Bendékro,27.15,1.24,2010s
CI,Bengbré,27.01,1.22,2010s
CI,Bengoro,27.11,1.19,2010s
CI,Benhuafla,26.14,1.17,2010s
CI,Beniakré,25.79,0.9,2010s
CI,Benkro,26.4,1.22,2010s
CI,Benou,26.93,1.24,2010s
CI,Benzra,27.19,1.24,2010s
CI,Bepleu,25.87,1.09,2010s
CI,Bessedi Anon,26.08,1.12,2010s
CI,Biakalé,24.7,1.02,2010s
CI,Biakou,25.85,1.14,2010s
CI,Bialata,26.4,1.15,2010s
CI,Bianhitouo,25.85,1.08,2010s
CI,Biankouma,24.54,1.0,2010s
CI,Bianouan,25.92,1.09,2010s
CI,Biantouo,25.92,1.07,2010s
CI,Biasso,26.15,1.15,2010s
CI,Bibikoréfla,27.17,1.22,2010s
CI,Bibita,26.94,1.19,2010s
CI,Bidihé,25.82,1.14,2010s
CI,Bidiouan,25.99,1.11,2010s
CI,Biegon,26.3,1.16,2010s
CI,Bielou-carrefour,26.65,1.14,2010s
CI,Bieupleu,24.72,1.02,2010s
CI,Bieutouo,25.92,1.06,2010s
CI,Bigouin,25.7,1.15,2010s
CI,Bikassi,26.85,1.14,2010s
CI,Bilaodi,26.71,1.21,2010s
CI,Bilikéhi,26.67,1.23,2010s
CI,Bilimono,27.45,1.26,2010s
CI,Billahio,25.84,1.08,2010s
CI,Bin-Houyé,25.87,1.02,2010s
CI,Bindolo,27.28,1.2,2010s
CI,Bingassou,27.14,1.25,2010s
CI,Bingerville,26.15,0.83,2010s
CI,Binguébougou,27.23,1.29,2010s
CI,Binoufla,26.26,1.18,2010s
CI,Biongouiné,25.9,1.11,2010s
CI,Bisidougou,26.85,1.16,2010s
CI,Bissaguhé,26.23,1.1,2010s
CI,Bissassé,27.23,1.25,2010s
CI,Bitapia,26.15,1.09,2010s
CI,Biéby,26.06,1.12,2010s
CI,Biéguhé II,26.25,1.11,2010s
CI,Biélé,24.22,1.0,2010s
CI,Biénoufla,26.59,1.18,2010s
CI,Bla,26.19,1.11,2010s
CI,Blablata,26.64,1.17,2010s
CI,Blagbanié,25.65,0.99,2010s
CI,Blagouin,24.55,0.97,2010s
CI,Blagounon,27.02,1.27,2010s
CI,Blaguiéhi,26.09,1.11,2010s
CI,Blahou,25.73,0.82,2010s
CI,Blanoufla,26.25,1.15,2010s
CI,Blapleu,24.53,0.95,2010s
CI,Blawara,27.14,1.28,2010s
CI,Blenfla,26.77,1.23,2010s
CI,Blinleu,25.85,1.09,2010s
CI,Blita,23.52,0.97,2010s
CI,Blodi,26.35,1.11,2010s
CI,Bloho,25.37,0.8,2010s
CI,Bloleu,25.92,1.05,2010s
CI,Blolé,25.96,1.2,2010s
CI,Bloléquin,25.77,1.03,2010s
CI,Bloma,24.81,1.04,2010s
CI,Blonleu,25.8,1.09,2010s
CI,Bloteu,25.63,1.07,2010s
CI,Blotilé,26.02,1.13,2010s
CI,Blé,26.64,1.22,2010s
CI,Bléanianda,25.86,1.15,2010s
CI,Blédi,26.97,1.22,2010s
CI,Blédi Diéya,25.7,1.02,2010s
CI,Blédiéméné,26.89,1.22,2010s
CI,Blédouagui,25.65,1.01,2010s
CI,Blékoua,25.95,1.16,2010s
CI,Blékoum,26.46,1.24,2010s
CI,Bléniméouin,26.15,1.11,2010s
CI,Blépleu,24.76,1.01,2010s
CI,Blésségue,27.17,1.24,2010s
CI,Blésséoua,25.94,1.07,2010s
CI,Boadikro,26.85,1.25,2010s
CI,Boahia,27.64,1.27,2010s
CI,Bobi,26.87,1.14,2010s
CI,Bobia,25.58,1.11,2010s
CI,Bobokro,27.04,1.18,2010s
CI,Boboloua,25.98,1.13,2010s
CI,Boboniessoko,26.4,1.15,2010s
CI,Bobosso,27.41,1.22,2010s
CI,Bobosso-Tiénigbé,26.81,1.16,2010s
CI,Boboua,26.32,1.14,2010s
CI,Bobréguhé,26.25,1.09,2010s
CI,Bobuo II,25.4,1.0,2010s
CI,Bobéadougou,26.06,1.07,2010s
CI,Bocabo,27.11,1.25,2010s
CI,Bocanda,27.26,1.22,2010s
CI,Bodi,26.73,1.21,2010s
CI,Bodiba,26.09,1.17,2010s
CI,Bodo,26.27,1.15,2010s
CI,Bodokro,27.08,1.18,2010s
CI,Bodossipa,25.91,1.13,2010s
CI,Boduaso,27.04,1.2,2010s
CI,Bofia,26.84,1.21,2010s
CI,Bofoué-Ngatakro,27.18,1.28,2010s
CI,Bofésso Douma,24.39,1.05,2010s
CI,Bogbam,25.88,1.09,2010s
CI,Bognankro,26.98,1.18,2010s
CI,Bognonzra,26.7,1.21,2010s
CI,Bogoboua,25.53,1.1,2010s
CI,Bogolo,26.99,1.18,2010s
CI,Bogopenfla,27.2,1.24,2010s
CI,Bogouayo,25.81,1.07,2010s
CI,Bogouiné,25.94,1.14,2010s
CI,Bogouiné II,25.36,1.08,2010s
CI,Bogrényoa,25.72,1.09,2010s
CI,Boguédia,26.21,1.09,2010s
CI,Bohi,26.66,1.18,2010s
CI,Bohibli,25.63,1.0,2010s
CI,Bohinou,26.24,1.13,2010s
CI,Bohizra,27.25,1.21,2010s
CI,Bohn,26.22,0.88,2010s
CI,Boho,25.93,1.13,2010s
CI,Bohoubli,25.49,0.95,2010s
CI,Bohouléma,26.85,1.13,2010s
CI,Boignikro,25.62,0.89,2010s
CI,Boka,26.25,1.15,2010s
CI,Bokabo,26.98,1.26,2010s
CI,Bokakokoré,26.46,1.23,2010s
CI,Bokala,26.76,1.19,2010s
CI,Bokaréguhé,26.45,1.07,2010s
CI,Bokassi,26.58,1.26,2010s
CI,Bokoré,27.18,1.22,2010s
CI,Bokéda,25.95,1.16,2010s
CI,Boli,27.05,1.18,2010s
CI,Bolia,26.21,1.12,2010s
CI,Bolona,27.24,1.29,2010s
CI,Bolè,27.82,1.31,2010s
CI,Bombokro,27.21,1.22,2010s
CI,Bomizambo,27.09,1.25,2010s
CI,Bonaouin,26.58,1.27,2010s
CI,Bondié Kouamanakro,26.75,1.26,2010s
CI,Bondo-Dioula,26.76,1.23,2010s
CI,Bondoukou,26.5,1.15,2010s
CI,Bondoyo,26.87,1.24,2010s
CI,Bongana,26.92,1.26,2010s
CI,Bongobo,26.99,1.2,2010s
CI,Bongofla,27.2,1.2,2010s
CI,Bongouanou,26.59,1.25,2010s
CI,Bonguéra,27.66,1.25,2010s
CI,Bonikouassikro,27.16,1.24,2010s
CI,Bonikro,26.58,1.26,2010s
CI,Boniérédougou,26.81,1.19,2010s
CI,Bonon,26.43,1.17,2010s
CI,Bonoua,26.2,0.8,2010s
CI,Bonoufla,26.41,1.15,2010s
CI,Bonti,26.75,1.27,2010s
CI,Bonyoa,25.57,1.11,2010s
CI,Bonzi,26.88,1.26,2010s
CI,Bonzo,26.41,1.1,2010s
CI,Bonéfla,26.6,1.17,2010s
CI,Booda,25.97,1.16,2010s
CI,Bopleu,25.82,1.09,2010s
CI,Borokodala,26.82,1.15,2010s
CI,Boron,26.81,1.15,2010s
CI,Borotapia,26.22,1.08,2010s
CI,Borotou,26.72,1.17,2010s
CI,Borotou-Koro,26.97,1.16,2010s
CI,Boroumba,26.9,1.15,2010s
CI,Boroyaradougou,27.13,1.17,2010s
CI,Bossematié,26.51,1.24,2010s
CI,Bossignamienkro,26.74,1.22,2010s
CI,Botifla,27.01,1.2,2010s
CI,Botindin,26.23,1.09,2010s
CI,Botindé,26.22,1.12,2010s
CI,Botongouiné,25.88,1.16,2010s
CI,Botro,26.93,1.19,2010s
CI,Boua,25.08,0.85,2010s
CI,Boua Kako,26.04,1.16,2010s
CI,Bouafla,27.29,1.25,2010s
CI,Bouaflé,26.92,1.23,2010s
CI,Bouafoukro,27.04,1.25,2010s
CI,Bouagleu I,25.64,1.08,2010s
CI,Bouaka,27.29,1.18,2010s
CI,Bouaké,26.68,1.19,2010s
CI,Bouan Houyé,24.69,1.02,2010s
CI,Bouandougou,26.85,1.16,2010s
CI,Bouapé,26.34,1.22,2010s
CI,Bouboury,26.19,0.88,2010s
CI,Boudépé,26.1,1.14,2010s
CI,Bouedianfla,27.13,1.2,2010s
CI,Bougou,27.25,1.28,2010s
CI,Bougouloboua,26.02,1.1,2010s
CI,Bougouma,26.77,1.14,2010s
CI,Bougousso,26.38,1.13,2010s
CI,Bouitafla,26.76,1.21,2010s
CI,Bouko,27.67,1.18,2010s
